GBIFusageKey,country,region,jurisdiction,jurisdiction_group,prefName,classification,taxonLevel,family,englishName,synonyms,Note,genus_I,is_aquatic,aquatic_type_I,legal_status_co,restriction_type,governing_law
2732323,Colombia,,NATIONAL,,Calyptrogyne costatifrons,Liliopsida,species,Arecaceae,Calyptrogyne sp.,"Calyptrogyne costatifrons, Geonoma costatifrons",Arecaceae; Res. 1912/2017 threatened flora,Calyptrogyne,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2731851,Colombia,,NATIONAL,,Ceroxylon ceriferum,Liliopsida,species,Arecaceae,Ceroxylon sp.,"Beethovenia cerifera, Ceroxylon beethovenia, Ceroxylon ceriferum, Ceroxylon interruptum, Ceroxylon klopstockia, Ceroxylon schultzei, Iriartea klopstockia, Iriartea nivea, Klopstockia cerifera, Klopstockia interrupta",Arecaceae; Res. 1912/2017 threatened flora,Ceroxylon,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2731844,Colombia,,NATIONAL,,Ceroxylon parvifrons,Liliopsida,species,Arecaceae,Ceroxylon sp.,"Ceroxylon latisectum, Ceroxylon mooreanum, Klopstockia parvifrons",Arecaceae; Res. 1912/2017 threatened flora,Ceroxylon,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2731843,Colombia,,NATIONAL,,Ceroxylon sasaimae,Liliopsida,species,Arecaceae,Palma de Cera de Sasaima,NA,Arecaceae; Res. 1912/2017 threatened flora,Ceroxylon,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2731829,Colombia,,NATIONAL,,Ceroxylon ventricosum,Liliopsida,species,Arecaceae,Palma de cera barrigona,NA,Arecaceae; Res. 1912/2017 threatened flora,Ceroxylon,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2731834,Colombia,,NATIONAL,,Ceroxylon vogelianum,Liliopsida,species,Arecaceae,Ceroxylon sp.,"Ceroxylon coarctatum, Ceroxylon crispum, Ceroxylon flexuosum, Ceroxylon hexandrum, Ceroxylon sclerophyllum, Ceroxylon verruculosum, Klopstockia coarctata, Klopstockia vogeliana",Arecaceae; Res. 1912/2017 threatened flora,Ceroxylon,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
9123799,Colombia,,NATIONAL,,Chamaedorea pumila,Liliopsida,species,Arecaceae,Chamaedorea sp.,"Chamaedorea minima, Chamaedorea nana, Chamaedorea sullivaniorum, Kinetostigma nanum, Nunnezharia pumila",Arecaceae; Res. 1912/2017 threatened flora,Chamaedorea,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2734587,Colombia,,NATIONAL,,Chamaedorea pygmaea,Liliopsida,species,Arecaceae,Molinillo enano,"Chamaedorea terryorum, Cladandra pygmaea, Nunnezharia pygmaea, Nunnezharoa pygmaea, Stachyophorbe pygmaea",Arecaceae; Res. 1912/2017 threatened flora,Chamaedorea,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2734534,Colombia,,NATIONAL,,Chamaedorea ricardoi,Liliopsida,species,Arecaceae,Molinillo de Ricardo,NA,Arecaceae; Res. 1912/2017 threatened flora,Chamaedorea,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2734705,Colombia,,NATIONAL,,Chamaedorea subjectifolia,Liliopsida,species,Arecaceae,Chamaedorea sp.,NA,Arecaceae; Res. 1912/2017 threatened flora,Chamaedorea,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2735294,Colombia,,NATIONAL,,Coccothrinax argentata,Liliopsida,species,Arecaceae,"Biscayne palm, Florida silver palm, silver palm, silver thatch, silvertop",Palma argentata,Arecaceae; Res. 1912/2017 threatened flora,Coccothrinax,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2731944,Colombia,,NATIONAL,,Cryosophila kalbreyeri,Liliopsida,species,Arecaceae,Palma Escoba,"Acanthorhiza kalbreyeri, Acanthorrhiza kalbreyeri, Cryosophila kalbreyeri bartlettii",Arecaceae; Res. 1912/2017 threatened flora,Cryosophila,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
8791596,Colombia,,NATIONAL,,Elaeis oleifera,Liliopsida,species,Arecaceae,"American Oil Palm, American oil palm","Alfonsia oleifera, Corozo oleifera, Elaeis melanococca, Elaeis melanococca semicircularis",Arecaceae; Res. 1912/2017 threatened flora,Elaeis,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
8424934,Colombia,,NATIONAL,,Geonoma bernalii,Liliopsida,species,Arecaceae,Geonoma sp.,NA,Arecaceae; Res. 1912/2017 threatened flora,Geonoma,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2734322,Colombia,,NATIONAL,,Geonoma chlamydostachys,Liliopsida,species,Arecaceae,Geonoma del Magdalena,NA,Arecaceae; Res. 1912/2017 threatened flora,Geonoma,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
7890594,Colombia,,NATIONAL,,Geonoma galeanoae,Liliopsida,species,Arecaceae,Geonoma sp.,NA,Arecaceae; Res. 1912/2017 threatened flora,Geonoma,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2734046,Colombia,,NATIONAL,,Geonoma santanderensis,Liliopsida,species,Arecaceae,Geonoma de Santander,NA,Arecaceae; Res. 1912/2017 threatened flora,Geonoma,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2736705,Colombia,,NATIONAL,,Hyospathe frontinensis,Liliopsida,species,Arecaceae,Guagual<U+00ED>n de Frontino,NA,Arecaceae; Res. 1912/2017 threatened flora,Hyospathe,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2736728,Colombia,,NATIONAL,,Hyospathe wendlandiana,Liliopsida,species,Arecaceae,Guagual<U+00ED>n de Wendland,Hyospathe wendlandiana,Arecaceae; Res. 1912/2017 threatened flora,Hyospathe,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2735440,Colombia,,NATIONAL,,Oenocarpus circumtextus,Liliopsida,species,Arecaceae,Milpesillo de Sabana,NA,Arecaceae; Res. 1912/2017 threatened flora,Oenocarpus,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
7738191,Colombia,,NATIONAL,,Pholidostachys panamensis,Liliopsida,species,Arecaceae,Pholidostachys sp.,NA,Arecaceae; Res. 1912/2017 threatened flora,Pholidostachys,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
7731539,Colombia,,NATIONAL,,Pholidostachys sanluisensis,Liliopsida,species,Arecaceae,Pholidostachys sp.,NA,Arecaceae; Res. 1912/2017 threatened flora,Pholidostachys,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2736306,Colombia,,NATIONAL,,Phytelephas tumacana,Liliopsida,species,Arecaceae,Tagua de Tumaco,NA,Arecaceae; Res. 1912/2017 threatened flora,Phytelephas,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
5294709,Colombia,,NATIONAL,,Reinhardtia gracilis,Liliopsida,species,Arecaceae,Coquito esbelto,"Geonoma fenestrata, Malortiea gracilis, Reinhardtia gracilis",Arecaceae; Res. 1912/2017 threatened flora,Reinhardtia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
5294718,Colombia,,NATIONAL,,Reinhardtia koschnyana,Liliopsida,species,Arecaceae,Coquito enano,"Malortiea koschnyana, Malortiea pumila",Arecaceae; Res. 1912/2017 threatened flora,Reinhardtia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
5294716,Colombia,,NATIONAL,,Reinhardtia simplex,Liliopsida,species,Arecaceae,Coquito simple,"Malortiea simplex, Reinhardtia simplex",Arecaceae; Res. 1912/2017 threatened flora,Reinhardtia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
2733738,Colombia,,NATIONAL,,Roystonea oleracea,Liliopsida,species,Arecaceae,"Caribbean royal palm, South American royal palm, royal palm","Areca oleracea, Euterpe caribaea, Gorgasia maxima, Gorgasia oleracea, Kentia oleracea, Oreodoxa caribaea, Oreodoxa charibaea, Oreodoxa oleracea, Oreodoxa regia jenmanii, Roystonea caribaea, Roystonea oleracea excelsior, Roystonea oleracea jenmanii, Roystonea oleracea oleracea, Roystonea venezuelana",Arecaceae; Res. 1912/2017 threatened flora,Roystonea,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
9315406,Colombia,,NATIONAL,,Sabinaria magnifica,Liliopsida,species,Arecaceae,Sabinaria sp.,NA,Arecaceae; Res. 1912/2017 threatened flora,Sabinaria,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
5293840,Colombia,,NATIONAL,,Syagrus sancona,Liliopsida,species,Arecaceae,Sarare,"Butia argentea, Calappa sancona, Cocos argentea, Cocos chiragua, Cocos sancona, Oenocarpus sancona, Oreodoxa sancona, Palma sancona, Platenia chiragua, Syagrus argentea, Syagrus chiragua, Syagrus ecuadorensis, Syagrus tessmannii",Arecaceae; Res. 1912/2017 threatened flora,Syagrus,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2736958,Colombia,,NATIONAL,,Wettinia hirsuta,Liliopsida,species,Arecaceae,Gualte Mazorca,NA,Arecaceae; Res. 1912/2017 threatened flora,Wettinia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2736972,Colombia,,NATIONAL,,Wettinia microcarpa,Liliopsida,species,Arecaceae,Gualte Mapora,"Catoblastus microcarpus, Wettinia microcarpa",Arecaceae; Res. 1912/2017 threatened flora,Wettinia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3105120,Colombia,,NATIONAL,,Espeletia arbelaezii,Magnoliopsida,species,Asteraceae,Frailej<U+00F3>n de P<U+00E9>rez Arebel<U+00E1>ez,NA,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3105053,Colombia,,NATIONAL,,Espeletia azucarina,Magnoliopsida,species,Asteraceae,Frailej<U+00F3>n de Pan de Az<U+00FA>car,NA,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3105078,Colombia,,NATIONAL,,Espeletia brachyaxiantha,Magnoliopsida,species,Asteraceae,Frailej<U+00F3>n de Bel<U+00E9>n,Espeletia brachyaxiantha brachyaxiantha,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3105113,Colombia,,NATIONAL,,Espeletia brassicoidea,Magnoliopsida,species,Asteraceae,Frailej<U+00F3>n Arrepollado,Espeletia brassicoidea brassicoidea,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3105049,Colombia,,NATIONAL,,Espeletia cabrerensis,Magnoliopsida,species,Asteraceae,Frailej<U+00F3>n de Cabrera,NA,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3105083,Colombia,,NATIONAL,,Espeletia cayetana,Magnoliopsida,species,Asteraceae,Frailej<U+00F3>n de San Cayetano,Espeletia grandiflora cayetana,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3105052,Colombia,,NATIONAL,,Espeletia chocontana,Magnoliopsida,species,Asteraceae,Frailej<U+00F3>n de Chocont<U+00E1>,NA,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3105117,Colombia,,NATIONAL,,Espeletia conglomerata,Magnoliopsida,species,Asteraceae,Frailej<U+00F3>n Aglomerado,"Espeletia brassicoidea contracta, Espeletia conglomerata conglomerata, Espeletia conglomerata macroclada, Espeletia conglomerata pedunculata",Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3105068,Colombia,,NATIONAL,,Espeletia discoidea,Magnoliopsida,species,Asteraceae,Frailej<U+00F3>n Discoideo,NA,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3105115,Colombia,,NATIONAL,,Espeletia dugandii,Magnoliopsida,species,Asteraceae,Frailej<U+00F3>n de Dugand,NA,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
3105114,Colombia,,NATIONAL,,Espeletia estanislana,Magnoliopsida,species,Asteraceae,Frailej<U+00F3>n de Estanislao,NA,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3105062,Colombia,,NATIONAL,,Espeletia idroboi,Magnoliopsida,species,Asteraceae,Frailej<U+00F3>n de Idrobo,NA,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3105086,Colombia,,NATIONAL,,Espeletia incana,Magnoliopsida,species,Asteraceae,Frailej<U+00F3>n Blanco,NA,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3105093,Colombia,,NATIONAL,,Espeletia nemekenei,Magnoliopsida,species,Asteraceae,Frailej<U+00F3>n de Nemequene,NA,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3105112,Colombia,,NATIONAL,,Espeletia oswaldiana,Magnoliopsida,species,Asteraceae,Frailej<U+00F3>n de Oswaldo,NA,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
3105080,Colombia,,NATIONAL,,Espeletia paipana,Magnoliopsida,species,Asteraceae,Frailej<U+00F3>n de Paipa,NA,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
3105116,Colombia,,NATIONAL,,Espeletia perijaensis,Magnoliopsida,species,Asteraceae,Frailej<U+00F3>n de Perij<U+00E1>,NA,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
8312358,Colombia,,NATIONAL,,Espeletia pescana,Magnoliopsida,species,Asteraceae,Frailej<U+00F3>n de Pesca,"Espeletia brachyaxiantha pescana, Espeletia pescana",Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3105076,Colombia,,NATIONAL,,Espeletia roberti,Magnoliopsida,species,Asteraceae,Frailej<U+00F3>n de Jurisdicciones,NA,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
3105070,Colombia,,NATIONAL,,Espeletia rositae,Magnoliopsida,species,Asteraceae,Frailej<U+00F3>n de Santa Rosita,NA,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3105107,Colombia,,NATIONAL,,Espeletia schultesiana,Magnoliopsida,species,Asteraceae,Frailej<U+00F3>n de Schultes,NA,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3105099,Colombia,,NATIONAL,,Espeletia standleyana,Magnoliopsida,species,Asteraceae,Frailej<U+00F3>n de Standley,"Espeletia espeletia ampla, Espeletia espeletia laxior, Espeletia standleyana standleyana",Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3105067,Colombia,,NATIONAL,,Espeletia tapirophila,Magnoliopsida,species,Asteraceae,Frailej<U+00F3>n de las Dantas,NA,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3105064,Colombia,,NATIONAL,,Espeletia tunjana,Magnoliopsida,species,Asteraceae,Frailej<U+00F3>n de Tunja,NA,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3139337,Colombia,,NATIONAL,,Espeletia caldasii,Magnoliopsida,species,Asteraceae,Frailej<U+00F3>n Enano,NA,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3139313,Colombia,,NATIONAL,,Espeletia funckii,Magnoliopsida,species,Asteraceae,Frailej<U+00F3>n de Funck,NA,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3139306,Colombia,,NATIONAL,,Espeletia garciae,Magnoliopsida,species,Asteraceae,Frailej<U+00F3>n de Garc<U+00ED>a Barriga,NA,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3139334,Colombia,,NATIONAL,,Espeletia insignis,Magnoliopsida,species,Asteraceae,Frailej<U+00F3>n de Chitag<U+00E1>,NA,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
3139311,Colombia,,NATIONAL,,Espeletia purpurascens,Magnoliopsida,species,Asteraceae,Frailej<U+00F3>n Purp<U+00FA>reo,NA,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3139314,Colombia,,NATIONAL,,Espeletia sclerophylla,Magnoliopsida,species,Asteraceae,Frailej<U+00F3>n cori<U+00E1>ceo,NA,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3091954,Colombia,,NATIONAL,,Espeletia divisoriensis,Magnoliopsida,species,Asteraceae,Tabaquillo de la Frontera,NA,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3091957,Colombia,,NATIONAL,,Espeletia neriifolia,Magnoliopsida,species,Asteraceae,Tabaquillo Trementino,NA,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3091964,Colombia,,NATIONAL,,Espeletia occulta,Magnoliopsida,species,Asteraceae,Tabaquillo de Oroque,NA,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
3091947,Colombia,,NATIONAL,,Espeletia tamana,Magnoliopsida,species,Asteraceae,Tabaquillo de Tam<U+00E1>,NA,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3101677,Colombia,,NATIONAL,,Espeletia glandulosa,Magnoliopsida,species,Asteraceae,Frailej<U+00F3>n glanduloso,NA,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
5389437,Colombia,,NATIONAL,,Espeletia chardonii,Magnoliopsida,species,Asteraceae,Tabaquero,NA,Asteraceae; Res. 1912/2017 threatened flora,Espeletia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2698303,Colombia,,NATIONAL,,Ronnbergia aciculosa,Liliopsida,species,Bromeliaceae,Aechmea sp.,NA,Bromeliaceae; Res. 1912/2017 threatened flora,Ronnbergia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2698619,Colombia,,NATIONAL,,Aechmea anomala,Liliopsida,species,Bromeliaceae,Aechmea sp.,Platyaechmea anomala,Bromeliaceae; Res. 1912/2017 threatened flora,Aechmea,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2698419,Colombia,,NATIONAL,,Aechmea confusa,Liliopsida,species,Bromeliaceae,Aechmea sp.,Greigia amazonica,Bromeliaceae; Res. 1912/2017 threatened flora,Aechmea,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2698102,Colombia,,NATIONAL,,Aechmea politii,Liliopsida,species,Bromeliaceae,Aechmea sp.,NA,Bromeliaceae; Res. 1912/2017 threatened flora,Aechmea,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2697855,Colombia,,NATIONAL,,Aechmea romeroi,Liliopsida,species,Bromeliaceae,Aechmea sp.,Platyaechmea romeroi,Bromeliaceae; Res. 1912/2017 threatened flora,Aechmea,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2698173,Colombia,,NATIONAL,,Aechmea stenosepala,Liliopsida,species,Bromeliaceae,Aechmea sp.,NA,Bromeliaceae; Res. 1912/2017 threatened flora,Aechmea,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2698484,Colombia,,NATIONAL,,Aechmea tessmannii,Liliopsida,species,Bromeliaceae,Aechmea sp.,Platyaechmea tessmannii,Bromeliaceae; Res. 1912/2017 threatened flora,Aechmea,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
